v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4
ham,"Hi Jon, Pete here, Ive bin 2 Spain recently & hav sum dinero left, Bill said u or ur åÔrents mayb interested in it, I hav 12,000pes, so around å£48, tb, James.",,,
ham,Finally the match heading towards draw as your prediction.,,,
ham,I dont want to hear philosophy. Just say what happen,,,
ham,"Sorry, was in the bathroom, sup",,,
ham,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card",,,
ham,Tell dear what happen to you. Why you talking to me like an alian,,,
ham,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.,,,
spam,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,,,
ham,WHAT TIME U WRKIN?,,,
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,,,
spam,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,,,
ham,"I've got ten bucks, jay is being noncomittal",,,
ham,Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave,,,
ham,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol,,,
ham,Staff of placement training in Amrita college.,,,
ham,Aww that's the first time u said u missed me without asking if I missed u first. You DO love me! :),,,
spam,You have 1 new voicemail. Please call 08719181513.,,,
ham,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop",,,
ham,Nvm take ur time.,,,
ham,U too...,,,
ham,Good. No swimsuit allowed :),,,
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or å£1000. To claim txt DIS to 87121 18+6*å£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ",,,
ham,I am joining today formally.Pls keep praying.will talk later.,,,
ham,Good night my dear.. Sleepwell&amp;Take care,,,
ham,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.,,,
ham,Another month. I need chocolate weed and alcohol.,,,
ham,Great! I have to run now so ttyl!,,,
spam,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV",,,
spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY å£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,,,
ham,"Don't worry, * is easy once have ingredients!",,,
ham,But i juz remembered i gotta bathe my dog today..,,,
ham,Oh you got many responsibilities.,,,
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow,,,
ham,S:)no competition for him.,,,
ham,Ew are you one of them?,,,
ham,Ok... The theory test? when are Ì_ going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,,,
ham,Black shirt n blue jeans... I thk i c Ì_...,,,
ham,Its a great day. Do have yourself a beautiful one.,,,
ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",,,
spam,83039 62735=å£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,,,
ham,Hmm thinking lor...,,,
ham,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,,,
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,,,
ham,How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,,,
ham,Thats cool princess! I will cover your face in hot sticky cum :),,,
ham,Ya very nice. . .be ready on thursday,,,
ham,Tell me whos this pls:-),,,
ham,Not to worry. I'm sure you'll get it.,,,
ham,Now am free call me pa.,,,
ham,Are you willing to go for apps class.,,,
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",,,
ham,Yo you around? A friend of mine's lookin to pick up later tonight,,,
ham,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;",,,
ham,Oh is it? Send me the address,,,
ham,Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.,,,
ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  ,,,
ham,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,,,
spam,"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar",,,
ham,Yup i thk so until e shop closes lor.,,,
ham,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.,,,
ham,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime,,,
spam,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M,,,
ham,Come to my home for one last time i wont do anything. Trust me.,,,
ham,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,,,
ham,No. Thank you. You've been wonderful,,,
ham,Lil fever:) now fine:),,,
ham,You in your room? I need a few,,,
ham,Oh ok.. Wat's ur email?,,,
ham,Lol boo I was hoping for a laugh,,,
ham,K tell me anything about you.,,,
ham,At WHAT TIME should i come tomorrow,,,
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",,,
ham,Its just the effect of irritation. Just ignore it,,,
ham,Prof: you have passed in all the papers in this sem congrats . . . . Student: Enna kalaachutaarama..!! Prof:???? Gud mrng!,,,
ham,Want to finally have lunch today?,,,
spam,ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O å£250 3 WANT å£800,,,
ham,Hai priya are you right. What doctor said pa. Where are you.,,,
ham,Not from this campus. Are you in the library?,,,
ham,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.,,,
ham,"Sorry, I'll call later",,,
ham,Up to Ì_... ÌÏ wan come then come lor... But i din c any stripes skirt...,,,
spam,"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p ",,,
ham,"Alright we're hooked up, where you guys at",,,
spam,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p ",,,
ham,Usually the person is unconscious that's in children but in adults they may just behave abnormally. I.ll call you now,,,
ham,Then Ì_ come n pick me at 530 ar?,,,
spam,"WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk",,,
spam,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",,,
ham,"GOD ASKED, \What is forgiveness?\"" A little child gave lovely reply"," \""It is d wonderful fruit that a tree gives when it is being hurt by a stone.. Good night......""",,
ham,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...,,,
spam,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",,,
ham,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...,,,
ham,How? Izzit still raining?,,,
spam,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow,,,
ham,Hello! How r u? Im bored. Inever thought id get bored with the tv but I am. Tell me something exciting has happened there? Anything! =/,,,
ham,How do you plan to manage that,,,
ham,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,,,
ham,Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.,,,
ham,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,,,
spam,Ur balance is now å£500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,,,
ham,Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,,,
ham,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",,,
ham,"No, its true..k,Do u knw dis no. &lt;#&gt; ?",,,
ham,That's significant but dont worry.,,,
ham,Do you know when dad will be back?,,,
ham,What about this one then.,,,
ham,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",,,
ham,"I've got  &lt;#&gt; , any way I could pick up?",,,
ham,Convey my regards to him,,,
spam,"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",,,
ham,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season.",,,
ham,Sian... Aft meeting supervisor got work 2 do liao... U working now?,,,
ham,K..give back my thanks.,,,
ham,I think it's all still in my car,,,
ham,"Princess, is your kitty shaved or natural?",,,
ham,Hope you are having a great day.,,,
ham,Ugh just got outta class,,,
ham,Oh Howda gud gud.. Mathe en samachara chikku:-),,,
ham,Xy trying smth now. U eat already? We havent...,,,
spam,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,,,
ham,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?,,,
ham,Ard 530 like dat lor. We juz meet in mrt station then Ì_ dun haf to come out.,,,
spam,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3xå£150pw to eå£nd txt stop",,,
ham,"Me, i dont know again oh",,,
ham,ÌÏ go home liao? Ask dad to pick me up at 6...,,,
ham,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,,,
ham,Yes. Rent is very expensive so its the way we save.,,,
ham,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",,,
ham,I'm in town now so i'll jus take mrt down later.,,,
ham,Kinda. First one gets in at twelve! Aah. Speak tomo,,,
ham,"\CHEERS U TEX MECAUSE U WEREBORED! YEAH OKDEN HUNNY R UIN WK SAT?SOUNDåÕS LIKEYOUR HAVIN GR8FUN J! KEEP UPDAT COUNTINLOTS OF LOVEME XXXXX.\""""",,,
ham,Idea will soon get converted to live:),,,
spam,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",,,
ham,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.,,,
spam,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,,,
ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),,,
ham,A lot of this sickness thing going round. Take it easy. Hope u feel better soon. Lol,,,
ham,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train,,,
ham,Oh...i asked for fun. Haha...take care. Ì_,,,
ham,Nope i waiting in sch 4 daddy... ,,,
ham,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!",,,
ham,What he said is not the matter. My mind saying some other matter is there.,,,
ham,I AM AT A PARTY WITH ALEX NICHOLS,,,
spam,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp å£1.50/msg,,,
ham,Do u still have plumbers tape and a wrench we could borrow?,,,
ham,"Princess, is your kitty shaved or natural?",,,
ham,Can't take any major roles in community outreach. You rock mel,,,
ham,U can call me now...,,,
spam,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,,,
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 8000930705,,,
ham,Good. No swimsuit allowed :),,,
ham,Just now saw your message.it k da:),,,
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,,,
spam,85233 FREE>Ringtone!Reply REAL,,,
ham,Pls she needs to dat slowly or she will vomit more.,,,
ham,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,,,
ham,ÌÏ got wat to buy tell us then Ì_ no need to come in again.,,,
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,,,
ham,"Nothing much, chillin at home. Any super bowl plan?",,,
ham,Was the actual exam harder than NBME,,,
ham,Prabha..i'm soryda..realy..frm heart i'm sory,,,
spam,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",,,
ham,Or i go home first lar Ì_ wait 4 me lor.. I put down my stuff first..,,,
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)",,,
ham,Stupid.its not possible,,,
ham,See you there! ,,,
ham,They said Ì_ dun haf passport or smth like dat.. Or Ì_ juz send to my email account..  ,,,
ham,Check wid corect speling i.e. Sarcasm,,,
ham,And popping &lt;#&gt; ibuprofens was no help.,,,
ham,"Ya tel, wats ur problem..",,,
ham,1 in cbe. 2 in chennai.,,,
ham,May i call You later Pls,,,
ham,"Aight, see you in a bit",,,
ham,True dear..i sat to pray evening and felt so.so i sms'd you in some time...,,,
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,,,
ham,Shuhui has bought ron's present it's a swatch watch...,,,
ham,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",,,
ham,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,,,
ham,Ok I'm gonna head up to usf in like fifteen minutes,,,
spam,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive å£5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else....",,,
spam,This message is brought to you by GMW Ltd. and is not connected to the,,,
ham,Yup bathe liao...,,,
ham,"Dizzamn, aight I'll ask my suitemates when I get back",,,
ham,Sounds like you have many talents! would you like to go on a dinner date next week?,,,
ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",,,
ham,Understand. his loss is my gain :) so do you work? School?,,,
ham,Yeah that'd pretty much be the best case scenario,,,
spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,,,
spam,"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16",,,
ham,Pls come quick cant bare this.,,,
spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY å£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,,,
ham,I have to take exam with in march 3,,,
spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,,,
ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,,,
ham,For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;,,,
ham,Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),,,
ham,If you ask her or she say any please message.,,,
ham,You still around? Looking to pick up later,,,
ham,"It's ok, at least armand's still around",,,
ham,Then mum's repent how?,,,
ham,Okie,,,
ham,I was gonna ask you lol but i think its at 7,,,
ham,I cant pick the phone right now. Pls send a message,,,
ham,Tmr timin still da same wat cos i got lesson until 6...,,,
spam,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,,,
ham,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.,,,
ham,"Cool, text me when you head out",,,
ham,Oh yeah I forgot. U can only take 2 out shopping at once.,,,
ham,"That's cool, I'll come by like  &lt;#&gt; ish",,,
ham,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up",,,
ham,"I prefer my free days... Tues, wed, fri oso can... ÌÏ ask those workin lor...",,,
ham,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",,,
spam,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,,,
ham,Then why you not responding,,,
ham,Rofl. Its true to its name,,,
ham,I've sent Ì_ my part..,,,
spam,88800 and 89034 are premium phone services call 08718711108,,,
ham,1 in cbe. 2 in chennai.,,,
ham,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,,,
ham,:( but your not here....,,,
ham,S da..al r above  &lt;#&gt;,,,
ham,ÌÏ ready then call me...,,,
ham,Sure but since my parents will be working on Tuesday I don't really need a cover story,,,
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",,,
spam,FREE entry into our å£250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,,,
ham,You unbelievable faglord,,,
spam,"For ur chance to win å£250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk.",,,
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,,,
ham,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",,,
ham,Also are you bringing galileo or dobby,,,
ham,U wake up already? Thanx 4 e tau sar piah it's quite nice.,,,
ham,He remains a bro amongst bros,,,
ham,"Babe ! How goes that day ? What are you doing ? Where are you ? I sip my cappuccino and think of you, my love ... I send a kiss to you from across the sea",,,
ham,Tell dear what happen to you. Why you talking to me like an alian,,,
ham,Good. Good job. I like entrepreneurs,,,
ham,Ugh hopefully the asus ppl dont randomly do a reformat.,,,
ham,"Aight, I'll ask a few of my roommates",,,
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",,,
ham,I will see in half an hour,,,
ham,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,,,
ham,No rushing. I'm not working. I'm in school so if we rush we go hungry.,,,
ham,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:),,,
ham,Ok... Take ur time n enjoy ur dinner...,,,
ham,"Awesome, be there in a minute",,,
ham,I'm already back home so no probably not,,,
spam,Win a å£1000 cash prize or a prize worth å£5000,,,
ham,Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash,,,
ham,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?",,,
ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*",,,
ham,Its normally hot mail. Com you see!,,,
ham,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",,,
spam,FREE entry into our å£250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,,,
ham,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,,,
ham,But you were together so you should be thinkin about him,,,
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,,,
ham,K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,,,
ham,Oh really?? Did you make it on air? What's your talent?,,,
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",,,
spam,You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,,,
spam,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",,,
ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL",,,
ham,I love you. You set my soul on fire. It is not just a spark. But it is a flame. A big rawring flame. XoXo,,,
ham,Yeh. Indians was nice. Tho it did kane me off a bit he he. We shud go out 4 a drink sometime soon. Mite hav 2 go 2 da works 4 a laugh soon. Love Pete x x,,,
spam,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,,,
ham,Ew are you one of them?,,,
ham,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? ,,,
ham,Hey gorgeous man. My work mobile number is. Have a good one babe. Squishy Mwahs.,,,
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,,,
spam,"Win the newest åÒHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",,,
ham,Holy living christ what is taking you so long,,,
ham,Nope i waiting in sch 4 daddy... ,,,
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,,,
ham,"Ask g or iouri, I've told the story like ten times already",,,
ham,"I think I‰Û÷m waiting for the same bus! Inform me when you get there, if you ever get there.",,,
spam,"Auction round 4. The highest bid is now å£54. Next maximum bid is å£71. To bid, send BIDS e. g. 10 (to bid å£10) to 83383. Good luck.",,,
ham,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up,,,
ham,At 4. Let's go to bill millers,,,
ham,Long after I quit. I get on only like 5 minutes a day as it is.,,,
ham,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,,,
ham,Morning only i can ok.,,,
ham,Mm feeling sleepy. today itself i shall get that dear,,,
ham,I was just callin to say hi. Take care bruv!,,,
ham,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,,,
ham,what is your account number?,,,
ham,"Dear relieved of westonzoyland, all going to plan this end too!",,,
ham,Tell me whos this pls:-),,,
spam,Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D,,,
ham,"Aight, let me know when you're gonna be around usf",,,
ham,"Usf I guess, might as well take 1 car",,,
ham,BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ...,,,
ham,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,,,
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",,,
ham,\YEH I AM DEF UP4 SOMETHING SAT,"JUST GOT PAYED2DAY & I HAVBEEN GIVEN Aå£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV\""""",,
ham,I'm putting it on now. It should be ready for  &lt;TIME&gt; ,,,
ham,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL,,,
ham,Are you in castor? You need to see something,,,
ham,I am late. I will be there at,,,
ham,A bloo bloo bloo I'll miss the first bowl,,,
ham,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,,,
ham,I just cooked a rather nice salmon a la you,,,
ham,Change again... It's e one next to escalator...,,,
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,,,
ham,Hmm thinking lor...,,,
ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,,,
ham,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.,,,
ham,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me",,,
ham,There is a first time for everything :),,,
ham,Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time ,,,
ham,I AM AT THE GAS STATION. GO THERE.,,,
ham,If You mean the website. Yes.,,,
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,,,
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",,,
ham,Oh really?? Did you make it on air? What's your talent?,,,
ham,Haha okay... Today weekend leh... ,,,
ham,Do you know where my lab goggles went,,,
ham,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. \paths are made by walking.. not by waiting..\"" Goodnight!""",,,
ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",,,
ham,Bring home some Wendy =D,,,
ham,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,,,
ham,Oh for fuck's sake she's in like tallahassee,,,
ham,I AM AT THE GAS STATION. GO THERE.,,,
ham,I have no idea where you are,,,
ham,Havent still waitin as usual... ÌÏ come back sch oredi?,,,
ham,U buy newspapers already?,,,
ham,I went to ur hon lab but no one is there.,,,
ham,She.s find. I sent you an offline message to know how anjola's now.,,,
ham,Mmm so yummy babe ... Nice jolt to the suzy,,,
ham,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola,,,
ham,I sent you  &lt;#&gt;  bucks,,,
ham,\Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also boughtåÓbraindanceåÓa comp.ofstuff on aphexåÕs ;abel,"u hav2hear it!c u sn xxxx\""""",,
ham,"\Thinking of u ;) x\""""",,,
ham,"K, want us to come by now?",,,
ham,Life style garments account no please.,,,
